customer_id,first_name,last_name,age,gender,signup_date,loyalty_points
CUST01443,FName1443,LName1443,53,Other,2021-12-12 20:47:27,2366
CUST01444,FName1444,LName1444,46,Male,2019-04-29 15:34:15,2526
CUST01445,FName1445,LName1445,35,Male,2020-09-23 19:49:05,366
CUST01446,FName1446,LName1446,19,Other,2021-01-21 03:28:52,1836
CUST01447,FName1447,LName1447,18,Male,2020-02-08 23:55:38,1715
CUST01448,FName1448,LName1448,64,Other,2019-06-19 04:00:21,12
CUST01449,FName1449,LName1449,22,Male,2018-12-04 02:30:02,535
CUST01450,FName1450,LName1450,37,Female,2018-04-30 18:19:38,3239
CUST01451,FName1451,LName1451,28,Other,2018-06-14 16:29:04,2317
CUST01452,FName1452,LName1452,59,Female,2018-04-27 22:49:47,4042
CUST01453,FName1453,LName1453,19,Female,2021-12-03 21:58:27,375
CUST01454,FName1454,LName1454,20,Other,2022-08-07 13:47:10,1724
CUST01455,FName1455,LName1455,40,Female,2022-04-12 05:46:16,256
CUST01456,FName1456,LName1456,29,Other,2020-05-08 21:39:06,2264
CUST01457,FName1457,LName1457,37,Female,2021-12-28 18:31:26,449
CUST01458,FName1458,LName1458,22,Other,2021-10-17 19:23:48,893
CUST01459,FName1459,LName1459,54,Other,2018-01-18 19:32:32,3212
CUST01460,FName1460,LName1460,55,Male,2018-07-23 17:10:53,1184
CUST01461,FName1461,LName1461,47,Other,2021-09-25 09:22:32,3223
CUST01462,FName1462,LName1462,26,Other,2022-04-13 04:29:06,1308
CUST01463,FName1463,LName1463,51,Female,2020-06-03 22:40:15,4705
CUST01464,FName1464,LName1464,61,Other,2018-09-21 12:34:09,916
CUST01465,FName1465,LName1465,52,Male,2021-03-03 09:46:49,147
CUST01466,FName1466,LName1466,69,Female,2022-01-23 01:26:38,4751
CUST01467,FName1467,LName1467,39,Female,2020-01-10 15:07:56,2114
CUST01468,FName1468,LName1468,61,Male,2020-09-09 21:17:00,4016
CUST01469,FName1469,LName1469,41,Female,2019-05-01 04:35:58,3940
CUST01470,FName1470,LName1470,34,Female,2019-01-25 13:17:33,4071
CUST01471,FName1471,LName1471,27,Female,2021-10-14 13:07:54,2795
CUST01472,FName1472,LName1472,47,Female,2020-05-26 09:12:23,442
CUST01473,FName1473,LName1473,63,Male,2019-09-19 14:24:35,2944
CUST01474,FName1474,LName1474,40,Male,2020-02-04 09:34:17,3936
CUST01475,FName1475,LName1475,49,Female,2021-02-03 22:44:48,398
CUST01476,FName1476,LName1476,34,Female,2021-09-13 15:30:36,1151
CUST01477,FName1477,LName1477,67,Male,2019-07-04 23:05:48,3792
CUST01478,FName1478,LName1478,68,Male,2020-04-20 01:38:08,2995
CUST01479,FName1479,LName1479,34,Male,2018-01-03 12:03:14,2216
CUST01480,FName1480,LName1480,31,Female,2022-01-25 03:00:22,1707
CUST01481,FName1481,LName1481,26,Female,2020-05-01 15:48:51,3331
CUST01482,FName1482,LName1482,57,Other,2022-03-29 20:17:32,1987
CUST01483,FName1483,LName1483,19,Male,2020-06-18 05:28:06,4602
CUST01484,FName1484,LName1484,62,Female,2021-01-12 19:49:37,2568
CUST01485,FName1485,LName1485,42,Male,2022-04-15 09:55:51,160
CUST01486,FName1486,LName1486,56,Female,2021-06-13 17:26:24,4435
CUST01487,FName1487,LName1487,26,Male,2018-12-16 00:43:08,3904
CUST01488,FName1488,LName1488,39,Female,2019-05-06 00:09:45,3573
CUST01489,FName1489,LName1489,60,Other,2018-10-31 11:43:52,3177
CUST01490,FName1490,LName1490,63,Other,2020-04-01 06:34:06,1825
CUST01491,FName1491,LName1491,21,Male,2018-11-28 03:42:10,3924
CUST01492,FName1492,LName1492,43,Female,2019-01-07 08:17:06,1623
CUST01493,FName1493,LName1493,46,Female,2022-02-24 09:42:59,1176
CUST01494,FName1494,LName1494,62,Male,2020-09-16 00:15:38,4918
CUST01495,FName1495,LName1495,51,Female,2018-04-02 15:53:04,3720
CUST01496,FName1496,LName1496,40,Male,2021-04-29 04:24:10,4880
CUST01497,FName1497,LName1497,54,Female,2022-05-25 05:32:28,3220
CUST01498,FName1498,LName1498,28,Male,2018-04-12 02:54:17,3259
CUST01499,FName1499,LName1499,23,Female,2021-01-26 13:44:47,130
CUST01500,FName1500,LName1500,35,Male,2022-04-14 20:40:03,3562
CUST01501,FName1501,LName1501,38,Female,2019-12-30 05:32:16,1499
CUST01502,FName1502,LName1502,59,Other,2021-09-17 00:33:23,2788
CUST01503,FName1503,LName1503,53,Female,2021-03-27 09:43:40,4876
CUST01504,FName1504,LName1504,58,Male,2018-02-09 06:47:00,3708
CUST01505,FName1505,LName1505,55,Other,2022-07-26 13:46:53,1707
CUST01506,FName1506,LName1506,51,Female,2020-09-07 06:51:06,1769
CUST01507,FName1507,LName1507,34,Other,2018-12-31 06:08:39,1318
CUST01508,FName1508,LName1508,54,Female,2022-03-24 20:17:55,3379
CUST01509,FName1509,LName1509,42,Other,2021-10-09 18:45:38,2773
CUST01510,FName1510,LName1510,55,Male,2018-11-21 09:07:01,2990
CUST01511,FName1511,LName1511,29,Female,2019-08-22 03:35:31,3044
CUST01512,FName1512,LName1512,40,Female,2020-02-28 02:01:02,375
CUST01513,FName1513,LName1513,59,Male,2021-11-07 01:24:46,3036
CUST01514,FName1514,LName1514,39,Other,2022-01-05 16:23:36,660
CUST01515,FName1515,LName1515,38,Male,2022-07-20 15:24:36,1403
CUST01516,FName1516,LName1516,44,Male,2019-12-07 08:09:48,740
CUST01517,FName1517,LName1517,48,Other,2022-01-04 22:24:45,303
CUST01518,FName1518,LName1518,23,Male,2019-05-01 19:36:21,1085
CUST01519,FName1519,LName1519,44,Female,2020-08-20 15:39:53,4881
CUST01520,FName1520,LName1520,57,Female,2019-05-06 22:59:59,3179
CUST01521,FName1521,LName1521,51,Female,2020-04-06 18:19:16,1210
CUST01522,FName1522,LName1522,29,Male,2020-08-31 07:30:30,3034
CUST01523,FName1523,LName1523,62,Female,2022-11-13 09:51:22,228
CUST01524,FName1524,LName1524,24,Female,2019-01-21 16:07:33,3119
CUST01525,FName1525,LName1525,27,Female,2020-05-02 01:49:53,1854
CUST01526,FName1526,LName1526,62,Female,2020-01-05 11:30:04,267
CUST01527,FName1527,LName1527,34,Female,2022-05-29 17:33:47,2774
CUST01528,FName1528,LName1528,43,Female,2018-09-23 21:35:35,2849
CUST01529,FName1529,LName1529,38,Male,2018-08-14 07:49:03,4349
CUST01530,FName1530,LName1530,45,Female,2021-10-26 09:43:56,4965
CUST01531,FName1531,LName1531,63,Female,2020-01-02 18:19:19,2134
CUST01532,FName1532,LName1532,19,Other,2022-07-30 13:12:15,3459
CUST01533,FName1533,LName1533,60,Male,2020-09-22 23:12:16,2269
CUST01534,FName1534,LName1534,18,Male,2021-06-06 02:15:14,989
CUST01535,FName1535,LName1535,68,Male,2021-09-26 20:50:15,4492
CUST01536,FName1536,LName1536,53,Male,2020-03-12 15:12:03,937
CUST01537,FName1537,LName1537,68,Female,2021-01-03 07:24:58,439
CUST01538,FName1538,LName1538,43,Female,2018-02-09 05:55:19,2358
CUST01539,FName1539,LName1539,46,Other,2019-05-21 04:28:56,2007
CUST01540,FName1540,LName1540,38,Other,2021-12-16 01:25:21,3345
CUST01541,FName1541,LName1541,28,Male,2021-05-31 11:06:55,4130
CUST01542,FName1542,LName1542,57,Other,2019-03-16 22:14:29,4816
CUST01543,FName1543,LName1543,28,Other,2018-03-09 22:55:48,3743
CUST01544,FName1544,LName1544,53,Male,2020-03-28 10:52:09,518
CUST01545,FName1545,LName1545,66,Male,2020-11-17 11:12:58,268
CUST01546,FName1546,LName1546,56,Other,2020-05-11 16:33:11,4733
CUST01547,FName1547,LName1547,57,Female,2020-03-16 05:39:25,4185
CUST01548,FName1548,LName1548,52,Other,2019-02-25 23:45:59,1388
CUST01549,FName1549,LName1549,51,Other,2021-07-11 01:10:55,1694
CUST01550,FName1550,LName1550,64,Female,2018-04-29 16:32:49,3273
CUST01551,FName1551,LName1551,41,Female,2018-12-27 16:37:21,1389
CUST01552,FName1552,LName1552,39,Male,2019-11-14 16:20:12,3865
CUST01553,FName1553,LName1553,22,Male,2018-06-30 03:40:19,3029
CUST01554,FName1554,LName1554,50,Other,2022-07-13 12:13:44,2335
CUST01555,FName1555,LName1555,53,Female,2019-02-16 12:55:39,3674
CUST01556,FName1556,LName1556,64,Male,2018-01-31 16:53:28,4576
CUST01557,FName1557,LName1557,37,Other,2018-05-22 21:41:55,500
CUST01558,FName1558,LName1558,36,Female,2018-06-08 11:30:48,1661
CUST01559,FName1559,LName1559,52,Other,2019-12-13 18:57:02,2099
CUST01560,FName1560,LName1560,69,Male,2020-08-22 06:20:21,102
CUST01561,FName1561,LName1561,60,Male,2018-05-06 21:24:57,2746
CUST01562,FName1562,LName1562,34,Female,2019-08-22 06:19:01,3276
CUST01563,FName1563,LName1563,62,Other,2021-04-02 04:53:44,3085
CUST01564,FName1564,LName1564,60,Female,2018-11-30 22:03:40,3537
CUST01565,FName1565,LName1565,51,Male,2020-04-16 03:17:25,1327
CUST01566,FName1566,LName1566,26,Male,2019-03-21 11:24:35,2474
CUST01567,FName1567,LName1567,43,Other,2019-12-24 11:53:51,1679
CUST01568,FName1568,LName1568,19,Other,2020-07-06 03:21:19,3746
CUST01569,FName1569,LName1569,26,Other,2021-06-07 13:48:55,2562
CUST01570,FName1570,LName1570,26,Female,2019-12-31 07:55:56,4163
CUST01571,FName1571,LName1571,57,Other,2020-04-02 01:31:34,3317
CUST01572,FName1572,LName1572,34,Other,2021-07-07 14:31:23,2436
CUST01573,FName1573,LName1573,18,Male,2022-09-08 04:31:52,307
CUST01574,FName1574,LName1574,42,Male,2021-10-15 15:18:09,3996
CUST01575,FName1575,LName1575,60,Other,2022-06-06 14:45:51,1089
CUST01576,FName1576,LName1576,57,Other,2018-05-31 08:54:14,4555
CUST01577,FName1577,LName1577,59,Male,2021-10-18 22:23:46,2394
CUST01578,FName1578,LName1578,42,Other,2021-02-18 21:50:04,4004
CUST01579,FName1579,LName1579,56,Female,2022-04-17 00:11:26,666
CUST01580,FName1580,LName1580,52,Female,2021-07-28 21:21:26,4163
CUST01581,FName1581,LName1581,20,Female,2018-07-13 07:31:09,2234
CUST01582,FName1582,LName1582,67,Other,2022-06-03 12:16:53,1236
CUST01583,FName1583,LName1583,54,Male,2020-11-23 02:53:16,1623
CUST01584,FName1584,LName1584,61,Other,2019-08-17 10:51:27,1374
CUST01585,FName1585,LName1585,61,Other,2020-12-15 11:24:41,3311
CUST01586,FName1586,LName1586,68,Male,2021-07-03 15:53:26,176
CUST01587,FName1587,LName1587,47,Male,2021-11-20 02:56:18,1353
CUST01588,FName1588,LName1588,55,Male,2018-10-04 08:25:08,2928
CUST01589,FName1589,LName1589,51,Female,2021-01-13 11:08:18,625
CUST01590,FName1590,LName1590,29,Other,2020-06-24 15:17:32,2654
CUST01591,FName1591,LName1591,36,Male,2020-06-13 20:51:13,3608
CUST01592,FName1592,LName1592,54,Other,2019-01-07 10:41:09,3715
CUST01593,FName1593,LName1593,61,Female,2022-03-13 07:12:07,4274
CUST01594,FName1594,LName1594,66,Female,2018-07-28 23:58:16,394
CUST01595,FName1595,LName1595,34,Male,2019-10-31 20:31:39,1168
CUST01596,FName1596,LName1596,27,Male,2019-10-09 17:47:39,4971
CUST01597,FName1597,LName1597,66,Other,2018-12-27 09:40:55,197
CUST01598,FName1598,LName1598,64,Male,2021-05-07 19:10:14,968
CUST01599,FName1599,LName1599,29,Other,2022-01-03 04:42:58,3908
CUST01600,FName1600,LName1600,33,Male,2018-01-15 19:22:52,3155
CUST01601,FName1601,LName1601,41,Other,2021-04-27 11:35:24,4764
CUST01602,FName1602,LName1602,36,Other,2020-07-29 18:16:32,2504
CUST01603,FName1603,LName1603,25,Other,2020-04-23 11:18:18,1276
CUST01604,FName1604,LName1604,48,Other,2019-11-08 07:55:40,4167
CUST01605,FName1605,LName1605,38,Female,2022-05-01 19:12:59,4318
CUST01606,FName1606,LName1606,34,Other,2020-05-02 01:00:16,1269
CUST01607,FName1607,LName1607,40,Male,2021-09-17 07:13:06,1364
CUST01608,FName1608,LName1608,54,Female,2020-03-02 00:57:12,923
CUST01609,FName1609,LName1609,33,Female,2018-02-05 15:14:42,470
CUST01610,FName1610,LName1610,23,Other,2020-12-24 08:45:15,3016
CUST01611,FName1611,LName1611,25,Female,2019-11-01 18:27:09,2054
CUST01612,FName1612,LName1612,42,Other,2020-08-20 09:01:20,4283
CUST01613,FName1613,LName1613,35,Male,2020-03-24 16:31:00,2051
CUST01614,FName1614,LName1614,42,Other,2018-05-16 01:11:40,2954
CUST01615,FName1615,LName1615,29,Female,2018-10-18 21:44:14,1148
CUST01616,FName1616,LName1616,32,Male,2018-11-06 16:37:24,3086
CUST01617,FName1617,LName1617,43,Other,2022-05-08 17:43:55,959
CUST01618,FName1618,LName1618,58,Male,2018-11-17 22:45:37,629
CUST01619,FName1619,LName1619,62,Male,2018-12-12 14:24:43,774
CUST01620,FName1620,LName1620,43,Female,2022-05-05 20:59:06,359
CUST01621,FName1621,LName1621,64,Male,2020-11-05 10:01:06,517
CUST01622,FName1622,LName1622,49,Female,2022-11-05 04:32:56,1343
CUST01623,FName1623,LName1623,27,Male,2020-12-29 17:43:52,1969
CUST01624,FName1624,LName1624,33,Other,2020-03-03 16:10:12,3227
CUST01625,FName1625,LName1625,24,Male,2021-04-15 07:41:46,2899
CUST01626,FName1626,LName1626,34,Other,2018-06-23 16:12:43,934
CUST01627,FName1627,LName1627,40,Other,2018-05-31 23:38:08,1986
CUST01628,FName1628,LName1628,43,Male,2021-11-07 06:43:50,4996
CUST01629,FName1629,LName1629,38,Other,2022-03-19 05:35:56,376
CUST01630,FName1630,LName1630,39,Male,2019-01-27 03:00:58,3560
CUST01631,FName1631,LName1631,24,Male,2018-08-03 01:22:50,1774
CUST01632,FName1632,LName1632,31,Other,2018-10-27 23:03:26,1505
CUST01633,FName1633,LName1633,32,Other,2020-02-22 07:11:13,2654
CUST01634,FName1634,LName1634,24,Female,2018-11-02 13:30:56,1010
CUST01635,FName1635,LName1635,26,Other,2021-10-12 07:24:54,3477
CUST01636,FName1636,LName1636,68,Female,2019-12-04 20:28:36,1230
CUST01637,FName1637,LName1637,65,Other,2018-11-24 19:53:06,1177
CUST01638,FName1638,LName1638,25,Male,2021-03-11 12:21:16,3857
CUST01639,FName1639,LName1639,67,Other,2020-05-14 01:39:15,2095
CUST01640,FName1640,LName1640,40,Male,2022-06-07 09:27:52,1672
CUST01641,FName1641,LName1641,46,Male,2022-02-11 00:02:55,1928
CUST01642,FName1642,LName1642,35,Male,2019-10-07 16:41:03,3839
CUST01643,FName1643,LName1643,48,Female,2018-01-27 01:22:27,3178
CUST01644,FName1644,LName1644,47,Other,2018-02-25 11:07:10,4268
CUST01645,FName1645,LName1645,69,Male,2020-07-18 17:12:35,2553
CUST01646,FName1646,LName1646,56,Male,2022-11-13 22:47:17,2445
CUST01647,FName1647,LName1647,52,Female,2018-03-19 13:44:05,4389
CUST01648,FName1648,LName1648,35,Other,2021-11-04 03:39:32,551
CUST01649,FName1649,LName1649,59,Other,2022-07-13 16:03:10,2897
CUST01650,FName1650,LName1650,56,Female,2020-06-21 18:42:08,1039
CUST01651,FName1651,LName1651,34,Female,2020-09-19 16:27:46,884
CUST01652,FName1652,LName1652,31,Other,2022-03-14 13:42:45,3051
CUST01653,FName1653,LName1653,48,Female,2018-08-05 22:20:45,4229
CUST01654,FName1654,LName1654,41,Other,2021-07-18 21:55:11,4866
CUST01655,FName1655,LName1655,52,Other,2019-02-06 03:08:00,3597
CUST01656,FName1656,LName1656,61,Male,2022-07-28 10:57:01,2555
CUST01657,FName1657,LName1657,62,Male,2022-12-02 23:21:12,1089
CUST01658,FName1658,LName1658,51,Other,2018-10-17 06:31:25,4575
CUST01659,FName1659,LName1659,20,Other,2018-04-10 19:22:33,4958
CUST01660,FName1660,LName1660,54,Other,2018-08-24 15:47:46,458
CUST01661,FName1661,LName1661,60,Other,2018-12-02 05:39:54,4721
CUST01662,FName1662,LName1662,57,Other,2021-09-13 14:17:37,4254
CUST01663,FName1663,LName1663,43,Other,2019-02-14 09:44:14,2007
CUST01664,FName1664,LName1664,40,Female,2022-01-29 04:04:28,1920
CUST01665,FName1665,LName1665,61,Other,2020-09-04 10:13:06,4527
CUST01666,FName1666,LName1666,56,Female,2022-07-15 12:07:45,1003
CUST01667,FName1667,LName1667,32,Female,2019-11-10 00:58:11,3083
CUST01668,FName1668,LName1668,66,Other,2020-10-28 22:39:37,2114
CUST01669,FName1669,LName1669,21,Other,2019-06-06 11:37:12,2589
CUST01670,FName1670,LName1670,46,Female,2018-01-05 02:23:02,2143
CUST01671,FName1671,LName1671,39,Female,2021-04-10 15:37:31,4310
CUST01672,FName1672,LName1672,42,Other,2019-09-04 10:54:10,2241
CUST01673,FName1673,LName1673,30,Other,2019-05-25 02:12:52,4980
CUST01674,FName1674,LName1674,35,Female,2019-02-27 02:50:17,2086
CUST01675,FName1675,LName1675,50,Female,2022-11-01 20:19:59,938
CUST01676,FName1676,LName1676,33,Female,2022-06-23 14:29:10,4301
CUST01677,FName1677,LName1677,62,Male,2022-12-17 19:56:23,3970
CUST01678,FName1678,LName1678,59,Female,2019-07-20 06:15:04,3999
CUST01679,FName1679,LName1679,61,Male,2018-12-10 03:56:26,4650
CUST01680,FName1680,LName1680,19,Other,2019-04-02 18:22:34,3408
CUST01681,FName1681,LName1681,52,Other,2022-09-06 11:50:14,770
CUST01682,FName1682,LName1682,59,Female,2019-06-13 10:58:23,248
CUST01683,FName1683,LName1683,51,Other,2019-12-23 13:11:05,372
CUST01684,FName1684,LName1684,47,Other,2019-04-03 09:06:04,2926
CUST01685,FName1685,LName1685,30,Other,2019-09-06 09:02:47,3857
CUST01686,FName1686,LName1686,30,Other,2018-04-23 06:22:35,4930
CUST01687,FName1687,LName1687,35,Male,2021-09-17 20:04:08,701
CUST01688,FName1688,LName1688,49,Male,2018-07-12 15:32:21,2185
CUST01689,FName1689,LName1689,49,Female,2022-11-07 21:48:15,941
CUST01690,FName1690,LName1690,52,Female,2018-11-06 01:13:45,3914
CUST01691,FName1691,LName1691,56,Female,2022-07-15 18:31:45,793
CUST01692,FName1692,LName1692,63,Other,2019-02-25 03:01:26,677
CUST01693,FName1693,LName1693,69,Other,2021-08-20 15:49:27,1561
CUST01694,FName1694,LName1694,46,Male,2021-08-09 16:05:19,4053
CUST01695,FName1695,LName1695,66,Male,2022-05-10 10:52:26,452
CUST01696,FName1696,LName1696,46,Female,2018-05-14 05:10:00,2466
CUST01697,FName1697,LName1697,61,Male,2020-03-19 23:58:31,3656
CUST01698,FName1698,LName1698,33,Male,2020-04-28 18:29:22,4146
CUST01699,FName1699,LName1699,61,Male,2022-11-01 19:17:21,3754
CUST01700,FName1700,LName1700,64,Male,2020-02-07 21:30:04,209
CUST01701,FName1701,LName1701,27,Male,2021-12-01 13:24:01,4983
CUST01702,FName1702,LName1702,47,Female,2019-08-23 00:13:39,1926
CUST01703,FName1703,LName1703,42,Female,2021-01-09 16:12:51,4945
CUST01704,FName1704,LName1704,56,Male,2019-11-09 15:57:44,3966
CUST01705,FName1705,LName1705,37,Female,2020-09-07 19:18:34,1877
CUST01706,FName1706,LName1706,22,Other,2022-04-07 00:27:05,626
CUST01707,FName1707,LName1707,18,Male,2019-09-18 13:10:47,2726
CUST01708,FName1708,LName1708,47,Other,2019-09-30 04:02:35,1458
CUST01709,FName1709,LName1709,66,Female,2018-03-26 05:57:54,2824
CUST01710,FName1710,LName1710,20,Female,2019-05-20 10:56:53,1250
CUST01711,FName1711,LName1711,62,Other,2021-01-25 20:01:19,4758
CUST01712,FName1712,LName1712,31,Female,2019-03-14 00:22:38,4363
CUST01713,FName1713,LName1713,47,Male,2020-08-06 15:40:26,2163
CUST01714,FName1714,LName1714,67,Other,2019-01-07 04:33:21,1623
CUST01715,FName1715,LName1715,21,Male,2018-07-23 22:23:42,1853
CUST01716,FName1716,LName1716,35,Other,2021-06-04 11:24:31,753
CUST01717,FName1717,LName1717,54,Female,2019-03-10 04:06:21,1868
CUST01718,FName1718,LName1718,42,Other,2021-06-21 09:18:39,181
CUST01719,FName1719,LName1719,65,Other,2019-10-10 18:22:40,1513
CUST01720,FName1720,LName1720,18,Male,2018-06-27 11:15:52,902
CUST01721,FName1721,LName1721,63,Female,2021-06-08 11:50:50,3344
CUST01722,FName1722,LName1722,32,Male,2019-09-24 10:06:26,3453
CUST01723,FName1723,LName1723,26,Female,2018-07-20 12:45:39,3607
CUST01724,FName1724,LName1724,32,Male,2020-10-05 07:43:40,2556
CUST01725,FName1725,LName1725,66,Other,2022-12-08 20:54:51,2139
CUST01726,FName1726,LName1726,41,Male,2020-12-04 23:33:58,4244
CUST01727,FName1727,LName1727,21,Female,2020-07-11 12:41:32,2164
CUST01728,FName1728,LName1728,29,Female,2021-04-13 11:34:35,2612
CUST01729,FName1729,LName1729,54,Other,2019-01-18 13:15:58,2021
CUST01730,FName1730,LName1730,54,Female,2019-05-09 11:04:19,2821
CUST01731,FName1731,LName1731,60,Male,2022-06-27 13:54:42,2281
CUST01732,FName1732,LName1732,23,Other,2019-12-23 19:30:49,1570
CUST01733,FName1733,LName1733,56,Female,2019-08-23 05:06:40,1972
CUST01734,FName1734,LName1734,63,Female,2022-07-31 15:09:38,3986
CUST01735,FName1735,LName1735,41,Male,2022-04-25 04:10:58,2244
CUST01736,FName1736,LName1736,28,Male,2020-08-08 10:45:10,2442
CUST01737,FName1737,LName1737,30,Other,2019-03-24 04:21:42,713
CUST01738,FName1738,LName1738,51,Female,2018-09-24 00:48:23,3545
CUST01739,FName1739,LName1739,42,Male,2020-09-10 00:52:38,222
CUST01740,FName1740,LName1740,24,Other,2021-05-31 12:19:39,863
CUST01741,FName1741,LName1741,69,Female,2018-10-08 21:23:54,4625
CUST01742,FName1742,LName1742,21,Female,2018-04-27 16:38:24,1425
CUST01743,FName1743,LName1743,25,Other,2020-08-01 12:15:04,2304
CUST01744,FName1744,LName1744,37,Other,2019-04-06 19:20:57,653
CUST01745,FName1745,LName1745,46,Male,2022-10-23 01:06:52,1159
CUST01746,FName1746,LName1746,68,Female,2020-07-12 10:18:04,1842
CUST01747,FName1747,LName1747,62,Female,2022-11-23 14:40:51,443
CUST01748,FName1748,LName1748,63,Female,2021-02-09 05:38:40,2465
CUST01749,FName1749,LName1749,27,Other,2021-05-06 11:31:23,4669
CUST01750,FName1750,LName1750,60,Male,2022-09-09 13:27:58,4436
CUST01751,FName1751,LName1751,51,Female,2020-04-29 10:57:23,2857
CUST01752,FName1752,LName1752,43,Other,2018-06-24 05:17:42,1280
CUST01753,FName1753,LName1753,58,Female,2018-05-25 00:17:54,3039
CUST01754,FName1754,LName1754,66,Male,2018-03-22 00:35:28,3795
CUST01755,FName1755,LName1755,20,Female,2019-06-15 05:29:07,3637
CUST01756,FName1756,LName1756,23,Male,2019-02-25 18:04:50,3758
CUST01757,FName1757,LName1757,22,Male,2018-06-26 04:11:32,99
CUST01758,FName1758,LName1758,22,Female,2021-01-24 14:30:06,2086
CUST01759,FName1759,LName1759,64,Female,2022-06-06 14:01:11,2310
CUST01760,FName1760,LName1760,40,Male,2022-06-02 06:42:27,4245
CUST01761,FName1761,LName1761,66,Other,2019-04-08 09:04:13,2737
CUST01762,FName1762,LName1762,26,Male,2020-08-14 22:48:36,1607
CUST01763,FName1763,LName1763,52,Female,2019-08-02 09:18:14,2953
CUST01764,FName1764,LName1764,37,Female,2022-08-29 05:36:44,3981
CUST01765,FName1765,LName1765,66,Other,2021-05-12 22:40:55,3194
CUST01766,FName1766,LName1766,59,Male,2019-09-14 19:20:37,4339
CUST01767,FName1767,LName1767,52,Male,2019-01-14 03:06:08,4682
CUST01768,FName1768,LName1768,67,Male,2019-05-01 00:38:22,3092
CUST01769,FName1769,LName1769,35,Female,2021-02-05 10:46:52,2962
CUST01770,FName1770,LName1770,34,Male,2019-11-20 02:45:34,2662
CUST01771,FName1771,LName1771,41,Other,2018-02-07 13:45:19,855
CUST01772,FName1772,LName1772,20,Female,2020-03-06 15:58:01,2146
CUST01773,FName1773,LName1773,49,Female,2021-02-08 12:04:05,4925
CUST01774,FName1774,LName1774,52,Male,2021-07-29 08:27:20,1386
CUST01775,FName1775,LName1775,55,Other,2020-12-31 08:19:52,1716
CUST01776,FName1776,LName1776,30,Female,2020-09-26 10:53:04,4151
CUST01777,FName1777,LName1777,64,Female,2018-11-15 14:00:16,1725
CUST01778,FName1778,LName1778,42,Male,2021-12-31 13:03:51,1953
CUST01779,FName1779,LName1779,26,Male,2020-02-28 19:58:35,184
CUST01780,FName1780,LName1780,21,Other,2022-04-06 17:58:04,521
CUST01781,FName1781,LName1781,31,Male,2021-12-06 05:33:16,2311
CUST01782,FName1782,LName1782,54,Other,2022-07-10 21:13:37,1248
CUST01783,FName1783,LName1783,51,Female,2019-09-24 21:03:31,1658
CUST01784,FName1784,LName1784,28,Other,2018-02-07 21:54:14,1002
CUST01785,FName1785,LName1785,58,Other,2020-03-30 06:07:21,3227
CUST01786,FName1786,LName1786,20,Other,2018-10-16 04:39:10,3138
CUST01787,FName1787,LName1787,45,Female,2022-09-23 02:38:29,1928
CUST01788,FName1788,LName1788,46,Male,2020-07-22 06:28:18,393
CUST01789,FName1789,LName1789,26,Female,2019-11-25 15:21:09,1617
CUST01790,FName1790,LName1790,20,Male,2022-01-21 19:35:26,3641
CUST01791,FName1791,LName1791,42,Other,2018-09-03 01:11:58,660
CUST01792,FName1792,LName1792,51,Other,2020-08-06 04:04:43,4164
CUST01793,FName1793,LName1793,29,Other,2021-06-12 04:45:17,319
CUST01794,FName1794,LName1794,59,Other,2019-10-24 12:36:13,2224
CUST01795,FName1795,LName1795,26,Other,2018-07-12 22:23:02,583
CUST01796,FName1796,LName1796,32,Male,2021-04-06 00:48:35,3600
CUST01797,FName1797,LName1797,57,Male,2018-05-01 22:57:32,581
CUST01798,FName1798,LName1798,42,Other,2019-07-13 23:58:15,3696
CUST01799,FName1799,LName1799,22,Female,2018-07-17 19:01:07,1767
CUST01800,FName1800,LName1800,28,Female,2022-03-20 02:11:15,1556
CUST01801,FName1801,LName1801,51,Other,2021-02-12 06:30:23,1798
CUST01802,FName1802,LName1802,41,Male,2022-11-15 22:19:08,4206
CUST01803,FName1803,LName1803,32,Female,2018-06-24 18:21:31,998
CUST01804,FName1804,LName1804,55,Female,2022-03-20 13:22:12,757
CUST01805,FName1805,LName1805,25,Female,2021-07-24 08:07:18,282
CUST01806,FName1806,LName1806,22,Other,2021-05-22 13:40:44,4896
CUST01807,FName1807,LName1807,65,Female,2018-02-11 07:08:45,130
CUST01808,FName1808,LName1808,43,Female,2022-06-19 11:46:37,1293
CUST01809,FName1809,LName1809,35,Female,2020-09-26 04:16:25,60
CUST01810,FName1810,LName1810,23,Female,2020-12-24 01:20:29,2211
CUST01811,FName1811,LName1811,54,Male,2019-08-22 21:17:38,1548
CUST01812,FName1812,LName1812,65,Other,2019-04-04 02:19:32,4367
CUST01813,FName1813,LName1813,30,Other,2022-12-27 06:28:45,1781
CUST01814,FName1814,LName1814,45,Male,2020-07-29 21:32:50,37
CUST01815,FName1815,LName1815,22,Male,2022-03-14 12:45:46,3631
CUST01816,FName1816,LName1816,30,Other,2022-11-20 05:43:21,2664
CUST01817,FName1817,LName1817,34,Female,2020-03-18 16:24:10,473
CUST01818,FName1818,LName1818,67,Female,2021-11-30 03:16:12,58
CUST01819,FName1819,LName1819,57,Other,2022-11-16 01:47:52,2636
CUST01820,FName1820,LName1820,62,Female,2019-01-07 06:55:48,2614
CUST01821,FName1821,LName1821,49,Male,2020-07-02 06:14:00,2614
